year,importer,exporter,import_in_us_billion,import_spike_next_year,import_dip_next_year,exporter_region,importer_region
2008,Venezuela,Denmark,0.07,0,0,WESTERN EUROPE,LATIN AMER. & CARIB
2009,Venezuela,Denmark,0.06,0,0,WESTERN EUROPE,LATIN AMER. & CARIB
2010,Venezuela,Denmark,0.03,0,0,WESTERN EUROPE,LATIN AMER. & CARIB
2011,Venezuela,Denmark,0.03,0,0,WESTERN EUROPE,LATIN AMER. & CARIB
2012,Venezuela,Denmark,0.11,0,0,WESTERN EUROPE,LATIN AMER. & CARIB
2013,Venezuela,Denmark,0.08,0,0,WESTERN EUROPE,LATIN AMER. & CARIB
2014,Venezuela,Denmark,0.07,0,0,WESTERN EUROPE,LATIN AMER. & CARIB
1991,Venezuela,Nigeria,0.0,1,0,SUB-SAHARAN AFRICA,LATIN AMER. & CARIB
1992,Venezuela,Nigeria,0.0,0,0,SUB-SAHARAN AFRICA,LATIN AMER. & CARIB
1993,Venezuela,Nigeria,0.0,0,0,SUB-SAHARAN AFRICA,LATIN AMER. & CARIB
1994,Venezuela,Nigeria,0.0,0,0,SUB-SAHARAN AFRICA,LATIN AMER. & CARIB
1995,Venezuela,Nigeria,0.0,0,0,SUB-SAHARAN AFRICA,LATIN AMER. & CARIB
1996,Venezuela,Nigeria,0.0,0,0,SUB-SAHARAN AFRICA,LATIN AMER. & CARIB
1997,Venezuela,Nigeria,0.0,1,0,SUB-SAHARAN AFRICA,LATIN AMER. & CARIB
1998,Venezuela,Nigeria,0.0,0,0,SUB-SAHARAN AFRICA,LATIN AMER. & CARIB
1999,Venezuela,Nigeria,0.0,0,0,SUB-SAHARAN AFRICA,LATIN AMER. & CARIB
2000,Venezuela,Nigeria,0.08,0,0,SUB-SAHARAN AFRICA,LATIN AMER. & CARIB
2001,Venezuela,Nigeria,0.21,1,0,SUB-SAHARAN AFRICA,LATIN AMER. & CARIB
2002,Venezuela,Nigeria,0.01,0,0,SUB-SAHARAN AFRICA,LATIN AMER. & CARIB
2003,Venezuela,Nigeria,0.0,0,1,SUB-SAHARAN AFRICA,LATIN AMER. & CARIB
2004,Venezuela,Nigeria,0.0,0,0,SUB-SAHARAN AFRICA,LATIN AMER. & CARIB
2005,Venezuela,Nigeria,0.0,0,0,SUB-SAHARAN AFRICA,LATIN AMER. & CARIB
2006,Venezuela,Nigeria,0.0,0,0,SUB-SAHARAN AFRICA,LATIN AMER. & CARIB
2007,Venezuela,Nigeria,0.0,0,0,SUB-SAHARAN AFRICA,LATIN AMER. & CARIB
2008,Venezuela,Nigeria,0.0,0,1,SUB-SAHARAN AFRICA,LATIN AMER. & CARIB
2009,Venezuela,Nigeria,0.01,1,0,SUB-SAHARAN AFRICA,LATIN AMER. & CARIB
2010,Venezuela,Nigeria,0.0,0,0,SUB-SAHARAN AFRICA,LATIN AMER. & CARIB
2011,Venezuela,Nigeria,0.0,0,0,SUB-SAHARAN AFRICA,LATIN AMER. & CARIB
2012,Venezuela,Nigeria,0.0,0,0,SUB-SAHARAN AFRICA,LATIN AMER. & CARIB
2013,Venezuela,Nigeria,0.0,0,0,SUB-SAHARAN AFRICA,LATIN AMER. & CARIB
2014,Venezuela,Nigeria,0.0,0,0,SUB-SAHARAN AFRICA,LATIN AMER. & CARIB
1991,Venezuela,South Africa,0.0,0,0,SUB-SAHARAN AFRICA,LATIN AMER. & CARIB
1992,Venezuela,South Africa,0.0,0,0,SUB-SAHARAN AFRICA,LATIN AMER. & CARIB
1993,Venezuela,South Africa,0.0,0,0,SUB-SAHARAN AFRICA,LATIN AMER. & CARIB
1994,Venezuela,South Africa,0.03,0,0,SUB-SAHARAN AFRICA,LATIN AMER. & CARIB
1995,Venezuela,South Africa,0.03,0,0,SUB-SAHARAN AFRICA,LATIN AMER. & CARIB
1996,Venezuela,South Africa,0.03,0,0,SUB-SAHARAN AFRICA,LATIN AMER. & CARIB
1997,Venezuela,South Africa,0.07,1,0,SUB-SAHARAN AFRICA,LATIN AMER. & CARIB
1998,Venezuela,South Africa,0.02,0,0,SUB-SAHARAN AFRICA,LATIN AMER. & CARIB
1999,Venezuela,South Africa,0.01,0,0,SUB-SAHARAN AFRICA,LATIN AMER. & CARIB
2000,Venezuela,South Africa,0.02,0,0,SUB-SAHARAN AFRICA,LATIN AMER. & CARIB
2001,Venezuela,South Africa,0.02,0,0,SUB-SAHARAN AFRICA,LATIN AMER. & CARIB
2002,Venezuela,South Africa,0.02,0,0,SUB-SAHARAN AFRICA,LATIN AMER. & CARIB
2003,Venezuela,South Africa,0.01,0,1,SUB-SAHARAN AFRICA,LATIN AMER. & CARIB
2004,Venezuela,South Africa,0.01,0,0,SUB-SAHARAN AFRICA,LATIN AMER. & CARIB
2005,Venezuela,South Africa,0.02,0,0,SUB-SAHARAN AFRICA,LATIN AMER. & CARIB
2006,Venezuela,South Africa,0.01,0,0,SUB-SAHARAN AFRICA,LATIN AMER. & CARIB
2007,Venezuela,South Africa,0.02,0,0,SUB-SAHARAN AFRICA,LATIN AMER. & CARIB
2008,Venezuela,South Africa,0.03,0,0,SUB-SAHARAN AFRICA,LATIN AMER. & CARIB
2009,Venezuela,South Africa,0.02,0,0,SUB-SAHARAN AFRICA,LATIN AMER. & CARIB
2010,Venezuela,South Africa,0.02,0,0,SUB-SAHARAN AFRICA,LATIN AMER. & CARIB
2011,Venezuela,South Africa,0.02,0,0,SUB-SAHARAN AFRICA,LATIN AMER. & CARIB
2012,Venezuela,South Africa,0.05,1,0,SUB-SAHARAN AFRICA,LATIN AMER. & CARIB
2013,Venezuela,South Africa,0.02,0,0,SUB-SAHARAN AFRICA,LATIN AMER. & CARIB
2014,Venezuela,South Africa,0.01,0,0,SUB-SAHARAN AFRICA,LATIN AMER. & CARIB
1991,Venezuela,Iran,0.0,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
1992,Venezuela,Iran,0.0,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
1993,Venezuela,Iran,0.0,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
1994,Venezuela,Iran,0.0,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
1995,Venezuela,Iran,0.0,1,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
1996,Venezuela,Iran,0.0,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
1997,Venezuela,Iran,0.0,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
1998,Venezuela,Iran,0.0,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
1999,Venezuela,Iran,0.0,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
2000,Venezuela,Iran,0.0,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
2001,Venezuela,Iran,0.0,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
2002,Venezuela,Iran,0.0,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
2003,Venezuela,Iran,0.0,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
2004,Venezuela,Iran,0.0,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
2005,Venezuela,Iran,0.02,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
2006,Venezuela,Iran,0.04,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
2007,Venezuela,Iran,0.04,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
2008,Venezuela,Iran,0.06,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
2009,Venezuela,Iran,0.04,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
2010,Venezuela,Iran,0.02,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
2011,Venezuela,Iran,0.01,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
2012,Venezuela,Iran,0.01,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
2013,Venezuela,Iran,0.01,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
2014,Venezuela,Iran,0.01,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
1991,Venezuela,Turkey,0.01,0,0,NEAR EAST,LATIN AMER. & CARIB
1992,Venezuela,Turkey,0.01,0,0,NEAR EAST,LATIN AMER. & CARIB
1993,Venezuela,Turkey,0.01,0,0,NEAR EAST,LATIN AMER. & CARIB
1994,Venezuela,Turkey,0.01,0,0,NEAR EAST,LATIN AMER. & CARIB
1995,Venezuela,Turkey,0.02,0,0,NEAR EAST,LATIN AMER. & CARIB
1996,Venezuela,Turkey,0.01,0,0,NEAR EAST,LATIN AMER. & CARIB
1997,Venezuela,Turkey,0.01,0,0,NEAR EAST,LATIN AMER. & CARIB
1998,Venezuela,Turkey,0.01,0,0,NEAR EAST,LATIN AMER. & CARIB
1999,Venezuela,Turkey,0.01,0,0,NEAR EAST,LATIN AMER. & CARIB
2000,Venezuela,Turkey,0.01,0,0,NEAR EAST,LATIN AMER. & CARIB
2001,Venezuela,Turkey,0.01,0,0,NEAR EAST,LATIN AMER. & CARIB
2002,Venezuela,Turkey,0.01,0,0,NEAR EAST,LATIN AMER. & CARIB
2003,Venezuela,Turkey,0.02,0,0,NEAR EAST,LATIN AMER. & CARIB
2004,Venezuela,Turkey,0.01,0,0,NEAR EAST,LATIN AMER. & CARIB
2005,Venezuela,Turkey,0.03,0,0,NEAR EAST,LATIN AMER. & CARIB
2006,Venezuela,Turkey,0.04,0,0,NEAR EAST,LATIN AMER. & CARIB
2007,Venezuela,Turkey,0.04,0,0,NEAR EAST,LATIN AMER. & CARIB
2008,Venezuela,Turkey,0.06,0,0,NEAR EAST,LATIN AMER. & CARIB
2009,Venezuela,Turkey,0.08,0,0,NEAR EAST,LATIN AMER. & CARIB
2010,Venezuela,Turkey,0.07,0,0,NEAR EAST,LATIN AMER. & CARIB
2011,Venezuela,Turkey,0.07,0,0,NEAR EAST,LATIN AMER. & CARIB
2012,Venezuela,Turkey,0.17,1,0,NEAR EAST,LATIN AMER. & CARIB
2013,Venezuela,Turkey,0.08,0,0,NEAR EAST,LATIN AMER. & CARIB
2014,Venezuela,Turkey,0.05,0,0,NEAR EAST,LATIN AMER. & CARIB
1991,Venezuela,Iraq,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
1992,Venezuela,Iraq,0.0,0,1,NEAR EAST,LATIN AMER. & CARIB
1993,Venezuela,Iraq,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
1994,Venezuela,Iraq,0.0,1,0,NEAR EAST,LATIN AMER. & CARIB
1995,Venezuela,Iraq,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
1996,Venezuela,Iraq,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
1997,Venezuela,Iraq,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
1998,Venezuela,Iraq,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
1999,Venezuela,Iraq,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
2000,Venezuela,Iraq,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
2001,Venezuela,Iraq,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
2002,Venezuela,Iraq,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
2003,Venezuela,Iraq,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
2004,Venezuela,Iraq,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
2005,Venezuela,Iraq,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
2006,Venezuela,Iraq,0.0,1,0,NEAR EAST,LATIN AMER. & CARIB
2007,Venezuela,Iraq,0.0,0,1,NEAR EAST,LATIN AMER. & CARIB
2008,Venezuela,Iraq,0.01,1,0,NEAR EAST,LATIN AMER. & CARIB
2009,Venezuela,Iraq,0.0,0,1,NEAR EAST,LATIN AMER. & CARIB
2010,Venezuela,Iraq,0.0,1,0,NEAR EAST,LATIN AMER. & CARIB
2011,Venezuela,Iraq,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
2012,Venezuela,Iraq,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
2013,Venezuela,Iraq,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
2014,Venezuela,Iraq,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
1991,Venezuela,Saudi Arabia,0.0,0,1,NEAR EAST,LATIN AMER. & CARIB
1992,Venezuela,Saudi Arabia,0.01,1,0,NEAR EAST,LATIN AMER. & CARIB
1993,Venezuela,Saudi Arabia,0.0,0,1,NEAR EAST,LATIN AMER. & CARIB
1994,Venezuela,Saudi Arabia,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
1995,Venezuela,Saudi Arabia,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
1996,Venezuela,Saudi Arabia,0.0,1,0,NEAR EAST,LATIN AMER. & CARIB
1997,Venezuela,Saudi Arabia,0.0,0,1,NEAR EAST,LATIN AMER. & CARIB
1998,Venezuela,Saudi Arabia,0.0,1,0,NEAR EAST,LATIN AMER. & CARIB
1999,Venezuela,Saudi Arabia,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
2000,Venezuela,Saudi Arabia,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
2001,Venezuela,Saudi Arabia,0.0,1,0,NEAR EAST,LATIN AMER. & CARIB
2002,Venezuela,Saudi Arabia,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
2003,Venezuela,Saudi Arabia,0.0,0,1,NEAR EAST,LATIN AMER. & CARIB
2004,Venezuela,Saudi Arabia,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
2005,Venezuela,Saudi Arabia,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
2006,Venezuela,Saudi Arabia,0.01,1,0,NEAR EAST,LATIN AMER. & CARIB
2007,Venezuela,Saudi Arabia,0.0,0,1,NEAR EAST,LATIN AMER. & CARIB
2008,Venezuela,Saudi Arabia,0.01,0,0,NEAR EAST,LATIN AMER. & CARIB
2009,Venezuela,Saudi Arabia,0.03,0,0,NEAR EAST,LATIN AMER. & CARIB
2010,Venezuela,Saudi Arabia,0.02,0,0,NEAR EAST,LATIN AMER. & CARIB
2011,Venezuela,Saudi Arabia,0.01,0,0,NEAR EAST,LATIN AMER. & CARIB
2012,Venezuela,Saudi Arabia,0.01,0,0,NEAR EAST,LATIN AMER. & CARIB
2013,Venezuela,Saudi Arabia,0.01,0,0,NEAR EAST,LATIN AMER. & CARIB
2014,Venezuela,Saudi Arabia,0.01,0,0,NEAR EAST,LATIN AMER. & CARIB
1991,Venezuela,Kuwait,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
1992,Venezuela,Kuwait,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
1993,Venezuela,Kuwait,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
1994,Venezuela,Kuwait,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
1995,Venezuela,Kuwait,0.0,1,0,NEAR EAST,LATIN AMER. & CARIB
1996,Venezuela,Kuwait,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
1997,Venezuela,Kuwait,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
1998,Venezuela,Kuwait,0.0,1,0,NEAR EAST,LATIN AMER. & CARIB
1999,Venezuela,Kuwait,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
2000,Venezuela,Kuwait,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
2001,Venezuela,Kuwait,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
2002,Venezuela,Kuwait,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
2003,Venezuela,Kuwait,0.0,0,1,NEAR EAST,LATIN AMER. & CARIB
2004,Venezuela,Kuwait,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
2005,Venezuela,Kuwait,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
2006,Venezuela,Kuwait,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
2007,Venezuela,Kuwait,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
2008,Venezuela,Kuwait,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
2009,Venezuela,Kuwait,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
2010,Venezuela,Kuwait,0.0,0,1,NEAR EAST,LATIN AMER. & CARIB
2011,Venezuela,Kuwait,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
2012,Venezuela,Kuwait,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
2013,Venezuela,Kuwait,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
2014,Venezuela,Kuwait,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
1991,Venezuela,Qatar,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
1992,Venezuela,Qatar,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
1993,Venezuela,Qatar,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
1994,Venezuela,Qatar,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
1995,Venezuela,Qatar,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
1996,Venezuela,Qatar,0.0,1,0,NEAR EAST,LATIN AMER. & CARIB
1997,Venezuela,Qatar,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
1998,Venezuela,Qatar,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
1999,Venezuela,Qatar,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
2000,Venezuela,Qatar,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
2001,Venezuela,Qatar,0.0,1,0,NEAR EAST,LATIN AMER. & CARIB
2002,Venezuela,Qatar,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
2003,Venezuela,Qatar,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
2004,Venezuela,Qatar,0.0,1,0,NEAR EAST,LATIN AMER. & CARIB
2005,Venezuela,Qatar,0.0,0,1,NEAR EAST,LATIN AMER. & CARIB
2006,Venezuela,Qatar,0.0,1,0,NEAR EAST,LATIN AMER. & CARIB
2007,Venezuela,Qatar,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
2008,Venezuela,Qatar,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
2009,Venezuela,Qatar,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
2010,Venezuela,Qatar,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
2011,Venezuela,Qatar,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
2012,Venezuela,Qatar,0.09,1,0,NEAR EAST,LATIN AMER. & CARIB
2013,Venezuela,Qatar,0.01,0,0,NEAR EAST,LATIN AMER. & CARIB
2014,Venezuela,Qatar,0.01,0,0,NEAR EAST,LATIN AMER. & CARIB
1991,Venezuela,United Arab Emirates,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
1992,Venezuela,United Arab Emirates,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
1993,Venezuela,United Arab Emirates,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
1994,Venezuela,United Arab Emirates,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
1995,Venezuela,United Arab Emirates,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
1996,Venezuela,United Arab Emirates,0.0,0,1,NEAR EAST,LATIN AMER. & CARIB
1997,Venezuela,United Arab Emirates,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
1998,Venezuela,United Arab Emirates,0.0,1,0,NEAR EAST,LATIN AMER. & CARIB
1999,Venezuela,United Arab Emirates,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
2000,Venezuela,United Arab Emirates,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
2001,Venezuela,United Arab Emirates,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
2002,Venezuela,United Arab Emirates,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
2003,Venezuela,United Arab Emirates,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
2004,Venezuela,United Arab Emirates,0.01,0,0,NEAR EAST,LATIN AMER. & CARIB
2005,Venezuela,United Arab Emirates,0.01,0,0,NEAR EAST,LATIN AMER. & CARIB
2006,Venezuela,United Arab Emirates,0.01,0,0,NEAR EAST,LATIN AMER. & CARIB
2007,Venezuela,United Arab Emirates,0.02,0,0,NEAR EAST,LATIN AMER. & CARIB
2008,Venezuela,United Arab Emirates,0.02,0,0,NEAR EAST,LATIN AMER. & CARIB
2009,Venezuela,United Arab Emirates,0.02,0,0,NEAR EAST,LATIN AMER. & CARIB
2010,Venezuela,United Arab Emirates,0.05,0,0,NEAR EAST,LATIN AMER. & CARIB
2011,Venezuela,United Arab Emirates,0.03,0,0,NEAR EAST,LATIN AMER. & CARIB
2012,Venezuela,United Arab Emirates,0.03,0,0,NEAR EAST,LATIN AMER. & CARIB
2013,Venezuela,United Arab Emirates,0.03,0,0,NEAR EAST,LATIN AMER. & CARIB
2014,Venezuela,United Arab Emirates,0.03,0,0,NEAR EAST,LATIN AMER. & CARIB
1991,Venezuela,Oman,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
1992,Venezuela,Oman,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
1993,Venezuela,Oman,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
1994,Venezuela,Oman,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
1995,Venezuela,Oman,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
1996,Venezuela,Oman,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
1997,Venezuela,Oman,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
1998,Venezuela,Oman,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
1999,Venezuela,Oman,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
2000,Venezuela,Oman,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
2001,Venezuela,Oman,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
2002,Venezuela,Oman,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
2003,Venezuela,Oman,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
2004,Venezuela,Oman,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
2005,Venezuela,Oman,0.0,1,0,NEAR EAST,LATIN AMER. & CARIB
2006,Venezuela,Oman,0.0,0,1,NEAR EAST,LATIN AMER. & CARIB
2007,Venezuela,Oman,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
2008,Venezuela,Oman,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
2009,Venezuela,Oman,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
2010,Venezuela,Oman,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
2011,Venezuela,Oman,0.0,0,1,NEAR EAST,LATIN AMER. & CARIB
2012,Venezuela,Oman,0.0,1,0,NEAR EAST,LATIN AMER. & CARIB
2013,Venezuela,Oman,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
2014,Venezuela,Oman,0.0,0,0,NEAR EAST,LATIN AMER. & CARIB
1991,Venezuela,China,0.0,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
1992,Venezuela,China,0.01,1,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
1993,Venezuela,China,0.0,0,1,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
1994,Venezuela,China,0.01,1,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
1995,Venezuela,China,0.0,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
1996,Venezuela,China,0.0,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
1997,Venezuela,China,0.0,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
1998,Venezuela,China,0.03,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
1999,Venezuela,China,0.35,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
2000,Venezuela,China,0.51,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
2001,Venezuela,China,0.66,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
2002,Venezuela,China,0.4,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
2003,Venezuela,China,0.24,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
2004,Venezuela,China,0.57,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
2005,Venezuela,China,1.11,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
2006,Venezuela,China,1.92,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
2007,Venezuela,China,3.15,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
2008,Venezuela,China,3.7,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
2009,Venezuela,China,3.55,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
2010,Venezuela,China,3.25,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
2011,Venezuela,China,3.72,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
2012,Venezuela,China,10.46,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
2013,Venezuela,China,6.93,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
2014,Venezuela,China,6.36,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
1991,Venezuela,Taiwan,0.11,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
1992,Venezuela,Taiwan,0.14,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
1993,Venezuela,Taiwan,0.11,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
1994,Venezuela,Taiwan,0.08,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
1995,Venezuela,Taiwan,0.14,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
1996,Venezuela,Taiwan,0.09,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
1997,Venezuela,Taiwan,0.16,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
1998,Venezuela,Taiwan,0.17,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
1999,Venezuela,Taiwan,0.0,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
2000,Venezuela,Taiwan,0.0,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
2001,Venezuela,Taiwan,0.0,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
2002,Venezuela,Taiwan,0.0,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
2003,Venezuela,Taiwan,0.0,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
2004,Venezuela,Taiwan,0.0,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
2005,Venezuela,Taiwan,0.0,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
2006,Venezuela,Taiwan,0.0,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
2007,Venezuela,Taiwan,0.25,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
2008,Venezuela,Taiwan,0.25,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
2009,Venezuela,Taiwan,0.21,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
2010,Venezuela,Taiwan,0.12,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
2011,Venezuela,Taiwan,0.11,0,0,ASIA (EX. NEAR EAST),LATIN AMER. & CARIB
